Year,Value,UNIT_MEASURE,SERIES
2015,24.0,Postotak,Osobe u riziku od siromaštva ili socijalne isključenosti
2016,23.8,Postotak,Osobe u riziku od siromaštva ili socijalne isključenosti
2017,23.9,Postotak,Osobe u riziku od siromaštva ili socijalne isključenosti
2018,21.9,Postotak,Osobe u riziku od siromaštva ili socijalne isključenosti
2019,21.1,Postotak,Osobe u riziku od siromaštva ili socijalne isključenosti
2020,21.6,Postotak,Osobe u riziku od siromaštva ili socijalne isključenosti
2021,21.7,Postotak,Osobe u riziku od siromaštva ili socijalne isključenosti
2022,21.6,Postotak,Osobe u riziku od siromaštva ili socijalne isključenosti
