Year,Value,UNIT_MEASURE,SERIES
2010,5.55,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2011,6.35,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2012,6.03,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2013,6.03,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2014,5.42,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2015,5.25,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2016,6.26,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2017,6.46,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2018,6.52,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2019,6.22,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2020,6.31,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2021,6.55,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2022,6.47,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2023,6.24,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2024,6.14,Tone po glavi stanovnika,Neto emisije stakleničkih plinova
2010,21.15,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2011,23.75,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2012,22.14,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2013,21.8,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2014,19.31,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2015,18.46,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2016,21.73,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2017,22.15,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2018,22.08,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2019,20.81,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2020,20.83,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2021,21.27,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2022,20.74,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2023,19.88,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
2024,19.43,Milijuna tona ekvivalenta CO2,Neto emisije stakleničkih plinova
