Year,Value,UNIT_MEASURE,SERIES
2011,17.564,OOOt,Emisije amonijaka iz poljoprivrede
2012,18.309,OOOt,Emisije amonijaka iz poljoprivrede
2013,19.054,OOOt,Emisije amonijaka iz poljoprivrede
2014,19.799,OOOt,Emisije amonijaka iz poljoprivrede
2015,20.544,OOOt,Emisije amonijaka iz poljoprivrede
2016,21.128,OOOt,Emisije amonijaka iz poljoprivrede
2017,21.712,OOOt,Emisije amonijaka iz poljoprivrede
2018,22.295,OOOt,Emisije amonijaka iz poljoprivrede
2019,22.879,OOOt,Emisije amonijaka iz poljoprivrede
2020,23.463,OOOt,Emisije amonijaka iz poljoprivrede
2021,23.463,OOOt,Emisije amonijaka iz poljoprivrede
2022,24.047,OOOt,Emisije amonijaka iz poljoprivrede
