Year,Value,UNIT_MEASURE,SERIES
2014,16.3,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
2015,17.5,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
2016,18.1,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
2017,17.7,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
2018,18.9,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
2019,17.0,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
2020,19.0,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
2021,18.9,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
2022,21.5,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
2023,24.7,Definirane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definirane dnevne doze (DDD) dnevno
