Year,SERIES,UNIT_MEASURE,Value
2010,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",4.2
2011,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",4.24
2012,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",4.21
2013,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",4.32
2014,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",4.37
2015,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",4.57
2016,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",4.73
2017,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",4.89
2018,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",5.09
2019,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",5.24
2020,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",5.11
2021,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",5.52
2022,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",5.79
2023,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",5.92
2024,Реални БДП по глави становника,"Ланчано повезани обими (2020), евро по глави становника",6.13
2011,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",1.0
2012,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",-0.7
2013,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",2.5
2014,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",1.3
2015,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",4.5
2016,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",3.4
2017,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",3.5
2018,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",4.1
2019,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",3.0
2020,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",-2.6
2021,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",8.1
2022,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",4.8
2023,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",2.4
2024,Реални БДП по глави становника,"Ланчано повезани обими, процентуална промјена у относу на претходни период, по глави становника",3.5
