Year,SERIES,UNIT_MEASURE,Value
2014,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,16.3
2015,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,17.5
2016,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,18.1
2017,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,17.7
2018,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,18.9
2019,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,17.0
2020,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,19.0
2021,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,18.9
2022,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,21.5
2023,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,24.7
