Year,SERIES,UNIT_MEASURE,Value
2016,General government gross debt,PC_BDP,39.1
2017,General government gross debt,PC_BDP,35.6
2018,General government gross debt,PC_BDP,32.1
2019,General government gross debt,PC_BDP,32.8
2020,General government gross debt,PC_BDP,37.3
2021,General government gross debt,PC_BDP,35.8
2022,General government gross debt,PC_BDP,31.2
2023,General government gross debt,PC_BDP,29.9
2024,General government gross debt,PC_BDP,29.4
2025,General government gross debt,PC_BDP,29.9
2016,General government gross debt,in millions of KM,12.1
2017,General government gross debt,in millions of KM,11.35
2018,General government gross debt,in millions of KM,11.2
2019,General government gross debt,in millions of KM,11.21
2020,General government gross debt,in millions of KM,12.19
2021,General government gross debt,in millions of KM,12.85
2022,General government gross debt,in millions of KM,13.1
2023,General government gross debt,in millions of KM,12.96
2024,General government gross debt,in millions of KM,13.74
2025,General government gross debt,in millions of KM,13.74
