Year,Value,UNIT_MEASURE,SERIES
2014,2.24,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2015,2.27,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2016,2.14,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2017,2.21,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2018,2.08,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2019,2.21,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2020,2.18,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2021,2.26,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2022,2.37,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2023,2.54,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2024,2.64,Евро по килограму еквивалента нафте (KGOE),Енергетска продуктивност
2014,4.75,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2015,4.85,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2016,4.6,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2017,4.75,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2018,4.56,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2019,4.94,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2020,4.85,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2021,5.13,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2022,5.86,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2023,6.69,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
2024,7.21,Стандард куповне моћи (PPS) по килограму еквивалента нафте,Енергетска продуктивност
