Year,Value,UNIT_MEASURE,SERIES
2011,17.564,OOOт,Емисије амонијака из пољопривреде
2012,18.309,OOOт,Емисије амонијака из пољопривреде
2013,19.054,OOOт,Емисије амонијака из пољопривреде
2014,19.799,OOOт,Емисије амонијака из пољопривреде
2015,20.544,OOOт,Емисије амонијака из пољопривреде
2016,21.128,OOOт,Емисије амонијака из пољопривреде
2017,21.712,OOOт,Емисије амонијака из пољопривреде
2018,22.295,OOOт,Емисије амонијака из пољопривреде
2019,22.879,OOOт,Емисије амонијака из пољопривреде
2020,23.463,OOOт,Емисије амонијака из пољопривреде
2021,23.463,OOOт,Емисије амонијака из пољопривреде
2022,24.047,OOOт,Емисије амонијака из пољопривреде
