Year,Value,UNIT_MEASURE,SERIES
2014,16.3,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
2015,17.5,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
2016,18.1,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
2017,17.7,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
2018,18.9,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
2019,17.0,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
2020,19.0,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
2021,18.9,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
2022,21.5,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
2023,24.7,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно
