Year,Value,UNIT_MEASURE,SERIES
2016,39.1,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2017,35.6,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2018,32.1,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2019,32.8,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2020,37.3,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2021,35.8,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2022,31.2,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2023,29.9,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2024,29.4,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2025,29.9,Проценат бруто домаћег производа (БДП),Бруто дуг опште државе
2016,12.1,у милионима KM,Бруто дуг опште државе
2017,11.35,у милионима KM,Бруто дуг опште државе
2018,11.2,у милионима KM,Бруто дуг опште државе
2019,11.21,у милионима KM,Бруто дуг опште државе
2020,12.19,у милионима KM,Бруто дуг опште државе
2021,12.85,у милионима KM,Бруто дуг опште државе
2022,13.1,у милионима KM,Бруто дуг опште државе
2023,12.96,у милионима KM,Бруто дуг опште државе
2024,13.74,у милионима KM,Бруто дуг опште државе
2025,13.74,у милионима KM,Бруто дуг опште државе
