Year,Value,UNIT_MEASURE,SERIES
2010,6311,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2011,6868,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2012,5127,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2013,4002,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2014,3899,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2015,5048,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2016,6999,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2017,5888,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2018,6864,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2019,5483,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2020,7920,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2021,7851,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2022,6038,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2023,4783,Број,"Преране смртности због изложености финим честицама (PM2,5)"
2010,164,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2011,179,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2012,134,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2013,104,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2014,102,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2015,138,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2016,199,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2017,168,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2018,196,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2019,157,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2020,227,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2021,226,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2022,175,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
2023,139,Стопа,"Преране смртности због изложености финим честицама (PM2,5)"
