Year,SERIES,UNIT_MEASURE,Value
2014,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,16.3
2015,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,17.5
2016,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,18.1
2017,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,17.7
2018,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,18.9
2019,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,17.0
2020,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,19.0
2021,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,18.9
2022,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,21.5
2023,Потрошња антибиотика у заједници и болничком сектору – дефинисане дневне дозе (ДДД) дневно,Дефинисане дневне дозе (DDD) на хиљаду становника дневно,24.7
