Year,SERIES,UNIT_MEASURE,Value
2010,"Преране смртности због изложености финим честицама (PM2,5)",Број,6311
2011,"Преране смртности због изложености финим честицама (PM2,5)",Број,6868
2012,"Преране смртности због изложености финим честицама (PM2,5)",Број,5127
2013,"Преране смртности због изложености финим честицама (PM2,5)",Број,4002
2014,"Преране смртности због изложености финим честицама (PM2,5)",Број,3899
2015,"Преране смртности због изложености финим честицама (PM2,5)",Број,5048
2016,"Преране смртности због изложености финим честицама (PM2,5)",Број,6999
2017,"Преране смртности због изложености финим честицама (PM2,5)",Број,5888
2018,"Преране смртности због изложености финим честицама (PM2,5)",Број,6864
2019,"Преране смртности због изложености финим честицама (PM2,5)",Број,5483
2020,"Преране смртности због изложености финим честицама (PM2,5)",Број,7920
2021,"Преране смртности због изложености финим честицама (PM2,5)",Број,7851
2022,"Преране смртности због изложености финим честицама (PM2,5)",Број,6038
2023,"Преране смртности због изложености финим честицама (PM2,5)",Број,4783
