Year,SERIES,UNIT_MEASURE,Value
2014,Finalna potrošnja energije,Milion tona ekvivalenta nafte,3.1
2015,Finalna potrošnja energije,Milion tona ekvivalenta nafte,3.3
2016,Finalna potrošnja energije,Milion tona ekvivalenta nafte,3.6
2017,Finalna potrošnja energije,Milion tona ekvivalenta nafte,3.5
2018,Finalna potrošnja energije,Milion tona ekvivalenta nafte,4.2
2019,Finalna potrošnja energije,Milion tona ekvivalenta nafte,4.2
2020,Finalna potrošnja energije,Milion tona ekvivalenta nafte,4.0
2021,Finalna potrošnja energije,Milion tona ekvivalenta nafte,4.3
2022,Finalna potrošnja energije,Milion tona ekvivalenta nafte,4.3
2023,Finalna potrošnja energije,Milion tona ekvivalenta nafte,4.2
2024,Finalna potrošnja energije,Milion tona ekvivalenta nafte,4.4
2014,Finalna potrošnja energije,Tone ekvivalenta nafte (TOE) po glavi stanovnika,0.81
2015,Finalna potrošnja energije,Tone ekvivalenta nafte (TOE) po glavi stanovnika,0.9
2016,Finalna potrošnja energije,Tone ekvivalenta nafte (TOE) po glavi stanovnika,1.01
2017,Finalna potrošnja energije,Tone ekvivalenta nafte (TOE) po glavi stanovnika,1.0
2018,Finalna potrošnja energije,Tone ekvivalenta nafte (TOE) po glavi stanovnika,1.21
2022,Finalna potrošnja energije,Tone ekvivalenta nafte (TOE) po glavi stanovnika,1.25
2023,Finalna potrošnja energije,Tone ekvivalenta nafte (TOE) po glavi stanovnika,1.22
2024,Finalna potrošnja energije,Tone ekvivalenta nafte (TOE) po glavi stanovnika,1.28
