Year,SERIES,UNIT_MEASURE,Value
2014,Примарна потрошња енергије,Милион тона еквивалента nafte,5.9
2015,Примарна потрошња енергије,Милион тона еквивалента nafte,6.1
2016,Примарна потрошња енергије,Милион тона еквивалента nafte,6.7
2017,Примарна потрошња енергије,Милион тона еквивалента nafte,6.7
2018,Примарна потрошња енергије,Милион тона еквивалента nafte,7.4
2019,Примарна потрошња енергије,Милион тона еквивалента nafte,7.1
2020,Примарна потрошња енергије,Милион тона еквивалента nafte,7.0
2021,Примарна потрошња енергије,Милион тона еквивалента nafte,7.3
2022,Примарна потрошња енергије,Милион тона еквивалента nafte,7.2
2023,Примарна потрошња енергије,Милион тона еквивалента nafte,6.9
2024,Примарна потрошња енергије,Милион тона еквивалента nafte,6.8
2014,Примарна потрошња енергије,Тоне еквивалента нафте (TOE) по глави становника,1.55
2015,Примарна потрошња енергије,Тоне еквивалента нафте (TOE) по глави становника,1.66
2016,Примарна потрошња енергије,Тоне еквивалента нафте (TOE) по глави становника,1.9
2017,Примарна потрошња енергије,Тоне еквивалента нафте (TOE) по глави становника,1.91
2018,Примарна потрошња енергије,Тоне еквивалента нафте (TOE) по глави становника,2.11
2022,Примарна потрошња енергије,Тоне еквивалента нафте (TOE) по глави становника,2.09
2023,Примарна потрошња енергије,Тоне еквивалента нафте (TOE) по глави становника,2.0
2024,Примарна потрошња енергије,Тоне еквивалента нафте (TOE) по глави становника,2.0
