Year,Value,UNIT_MEASURE,SERIES
2016,4.5,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
2017,4.05,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
2018,3.55,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
2019,3.09,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
2020,3.48,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
2021,2.79,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
2022,2.41,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
2023,2.1,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
2024,1.75,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
2025,1.41,Procenat,"Udio stanovništva ispod linije siromaštva od 4,20 USD dnevno (PKM iz 2021.) (% stanovništva) - zamjenski indikator"
