Year,Value,UNIT_MEASURE,SERIES
2014,16.3,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
2015,17.5,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
2016,18.1,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
2017,17.7,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
2018,18.9,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
2019,17.0,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
2020,19.0,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
2021,18.9,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
2022,21.5,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
2023,24.7,Definisane dnevne doze (DDD) na 1.000 stanovnika dnevno,Potrošnja antibiotika u zajednici i bolničkom sektoru – definisane dnevne doze (DDD) dnevno
