Year,SERIES,Степен урбанизације,Интернет технологије,UNIT_MEASURE,Value
2025,Покривеност брзим интернетом према врсти подручја,Сва подручја,Фиксне мреже веома великог капацитета (VHCN),Проценат домаћинстава,75.0
