Year,Value,UNIT_MEASURE,SERIES
2014,5.9,MTOE,sdg_07_10
2015,6.1,MTOE,sdg_07_10
2016,6.7,MTOE,sdg_07_10
2017,6.7,MTOE,sdg_07_10
2018,7.4,MTOE,sdg_07_10
2019,7.1,MTOE,sdg_07_10
2020,7.0,MTOE,sdg_07_10
2021,7.3,MTOE,sdg_07_10
2022,7.2,MTOE,sdg_07_10
2023,6.9,MTOE,sdg_07_10
2024,6.8,MTOE,sdg_07_10
2014,1.55,TOE_HAB,sdg_07_10
2015,1.66,TOE_HAB,sdg_07_10
2016,1.9,TOE_HAB,sdg_07_10
2017,1.91,TOE_HAB,sdg_07_10
2018,2.11,TOE_HAB,sdg_07_10
2022,2.09,TOE_HAB,sdg_07_10
2023,2.0,TOE_HAB,sdg_07_10
2024,2.0,TOE_HAB,sdg_07_10
2014,3.1,MTOE,sdg_07_11
2015,3.3,MTOE,sdg_07_11
2016,3.6,MTOE,sdg_07_11
2017,3.5,MTOE,sdg_07_11
2018,4.2,MTOE,sdg_07_11
2019,4.2,MTOE,sdg_07_11
2020,4.0,MTOE,sdg_07_11
2021,4.3,MTOE,sdg_07_11
2022,4.3,MTOE,sdg_07_11
2023,4.2,MTOE,sdg_07_11
2024,4.4,MTOE,sdg_07_11
2014,0.81,TOE_HAB,sdg_07_11
2015,0.9,TOE_HAB,sdg_07_11
2016,1.01,TOE_HAB,sdg_07_11
2017,1.0,TOE_HAB,sdg_07_11
2018,1.21,TOE_HAB,sdg_07_11
2022,1.25,TOE_HAB,sdg_07_11
2023,1.22,TOE_HAB,sdg_07_11
2024,1.28,TOE_HAB,sdg_07_11
