Year,Value,UNIT_MEASURE,SERIES
2010,4.2,CLV20_EUR_HAB,sdg_08_10
2011,4.24,CLV20_EUR_HAB,sdg_08_10
2012,4.21,CLV20_EUR_HAB,sdg_08_10
2013,4.32,CLV20_EUR_HAB,sdg_08_10
2014,4.37,CLV20_EUR_HAB,sdg_08_10
2015,4.57,CLV20_EUR_HAB,sdg_08_10
2016,4.73,CLV20_EUR_HAB,sdg_08_10
2017,4.89,CLV20_EUR_HAB,sdg_08_10
2018,5.09,CLV20_EUR_HAB,sdg_08_10
2019,5.24,CLV20_EUR_HAB,sdg_08_10
2020,5.11,CLV20_EUR_HAB,sdg_08_10
2021,5.52,CLV20_EUR_HAB,sdg_08_10
2022,5.79,CLV20_EUR_HAB,sdg_08_10
2023,5.92,CLV20_EUR_HAB,sdg_08_10
2024,6.13,CLV20_EUR_HAB,sdg_08_10
2011,1.0,CLV_PCH_PRE_HAB,sdg_08_10
2012,-0.7,CLV_PCH_PRE_HAB,sdg_08_10
2013,2.5,CLV_PCH_PRE_HAB,sdg_08_10
2014,1.3,CLV_PCH_PRE_HAB,sdg_08_10
2015,4.5,CLV_PCH_PRE_HAB,sdg_08_10
2016,3.4,CLV_PCH_PRE_HAB,sdg_08_10
2017,3.5,CLV_PCH_PRE_HAB,sdg_08_10
2018,4.1,CLV_PCH_PRE_HAB,sdg_08_10
2019,3.0,CLV_PCH_PRE_HAB,sdg_08_10
2020,-2.6,CLV_PCH_PRE_HAB,sdg_08_10
2021,8.1,CLV_PCH_PRE_HAB,sdg_08_10
2022,4.8,CLV_PCH_PRE_HAB,sdg_08_10
2023,2.4,CLV_PCH_PRE_HAB,sdg_08_10
2024,3.5,CLV_PCH_PRE_HAB,sdg_08_10
