Year,SERIES,UNIT_MEASURE,Value
2015,sdg_01_10,Проценат,24.0
2016,sdg_01_10,Проценат,23.8
2017,sdg_01_10,Проценат,23.9
2018,sdg_01_10,Проценат,21.9
2019,sdg_01_10,Проценат,21.1
2020,sdg_01_10,Проценат,21.6
2021,sdg_01_10,Проценат,21.7
2022,sdg_01_10,Проценат,21.6
