Year,SERIES,UNIT_MEASURE,Vrsta vještina,Spol,Godine,Value
2021,"Udio pojedinaca koji posjeduju barem osnovne digitalne vještine, po spolu",Procenat pojedinaca,Pojedinci sa osnovnim ili iznad osnovnog nivoa ukupnih digitalnih vještina (svih pet komponentnih indikatora je na osnovnom ili iznad osnovnog nivoa),Oba pola,od 16 do 74 godine,34.65
