Year,SERIES,SEX,UNIT_MEASURE,Value
2023,sdg_16_70,BOTHSEX,NUMBER,37
2024,sdg_16_70,BOTHSEX,NUMBER,37
2023,sdg_16_70,M,NUMBER,11
2024,sdg_16_70,M,NUMBER,19
2023,sdg_16_70,F,NUMBER,26
2024,sdg_16_70,F,NUMBER,18
