Year,SERIES,UNIT_MEASURE,Value
2014,sdg_07_30,EUR_KGOE,2.24
2015,sdg_07_30,EUR_KGOE,2.27
2016,sdg_07_30,EUR_KGOE,2.14
2017,sdg_07_30,EUR_KGOE,2.21
2018,sdg_07_30,EUR_KGOE,2.08
2019,sdg_07_30,EUR_KGOE,2.21
2020,sdg_07_30,EUR_KGOE,2.18
2021,sdg_07_30,EUR_KGOE,2.26
2022,sdg_07_30,EUR_KGOE,2.37
2023,sdg_07_30,EUR_KGOE,2.54
2024,sdg_07_30,EUR_KGOE,2.64
2014,sdg_07_30,PPS_KGOE,4.75
2015,sdg_07_30,PPS_KGOE,4.85
2016,sdg_07_30,PPS_KGOE,4.60
2017,sdg_07_30,PPS_KGOE,4.75
2018,sdg_07_30,PPS_KGOE,4.56
2019,sdg_07_30,PPS_KGOE,4.94
2020,sdg_07_30,PPS_KGOE,4.85
2021,sdg_07_30,PPS_KGOE,5.13
2022,sdg_07_30,PPS_KGOE,5.86
2023,sdg_07_30,PPS_KGOE,6.69
2024,sdg_07_30,PPS_KGOE,7.21
