Year,SERIES,UNIT_MEASURE,Value
2016,sdg_17_40,PC_BDP,39.1
2017,sdg_17_40,PC_BDP,35.6
2018,sdg_17_40,PC_BDP,32.1
2019,sdg_17_40,PC_BDP,32.8
2020,sdg_17_40,PC_BDP,37.3
2021,sdg_17_40,PC_BDP,35.8
2022,sdg_17_40,PC_BDP,31.2
2023,sdg_17_40,PC_BDP,29.9
2024,sdg_17_40,PC_BDP,29.4
2025,sdg_17_40,PC_BDP,29.9
2016,sdg_17_40,CUR_NAC_M,12.100
2017,sdg_17_40,CUR_NAC_M,11.350
2018,sdg_17_40,CUR_NAC_M,11.200
2019,sdg_17_40,CUR_NAC_M,11.210
2020,sdg_17_40,CUR_NAC_M,12.190
2021,sdg_17_40,CUR_NAC_M,12.850
2022,sdg_17_40,CUR_NAC_M,13.100
2023,sdg_17_40,CUR_NAC_M,12.960
2024,sdg_17_40,CUR_NAC_M,13.740
2025,sdg_17_40,CUR_NAC_M,13.740
