Year,SERIES,UNIT_MEASURE,Value
2010,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,6311
2011,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,6868
2012,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,5127
2013,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,4002
2014,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,3899
2015,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,5048
2016,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,6999
2017,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,5888
2018,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,6864
2019,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,5483
2020,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,7920
2021,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,7851
2022,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,6038
2023,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Broj,4783
2010,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,164
2011,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,179
2012,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,134
2013,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,104
2014,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,102
2015,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,138
2016,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,199
2017,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,168
2018,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,196
2019,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,157
2020,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,227
2021,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,226
2022,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,175
2023,"Prerane smrti zbog izloženosti finim česticama (PM2,5)",Stopa,139
