Year,Value,UNIT_MEASURE,SERIES
2010,4.2,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2011,4.24,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2012,4.21,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2013,4.32,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2014,4.37,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2015,4.57,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2016,4.73,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2017,4.89,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2018,5.09,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2019,5.24,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2020,5.11,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2021,5.52,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2022,5.79,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2023,5.92,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2024,6.13,"Chain linked volumes (2020), euro per capita",Real GDP per capita
2011,1.0,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2012,-0.7,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2013,2.5,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2014,1.3,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2015,4.5,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2016,3.4,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2017,3.5,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2018,4.1,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2019,3.0,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2020,-2.6,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2021,8.1,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2022,4.8,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2023,2.4,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
2024,3.5,"Chain linked volumes, percentage change on previous period, per capita",Real GDP per capita
