Year,Value,UNIT_MEASURE,SERIES
2016,4.5,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
2017,4.05,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
2018,3.55,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
2019,3.09,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
2020,3.48,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
2021,2.79,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
2022,2.41,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
2023,2.1,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
2024,1.75,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
2025,1.41,Percent,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population) - proxy indicator
