Year,SERIES,UNIT_MEASURE,Value
2010,Real GDP per capita,"Chain linked volumes (2020), euro per capita",4.2
2011,Real GDP per capita,"Chain linked volumes (2020), euro per capita",4.24
2012,Real GDP per capita,"Chain linked volumes (2020), euro per capita",4.21
2013,Real GDP per capita,"Chain linked volumes (2020), euro per capita",4.32
2014,Real GDP per capita,"Chain linked volumes (2020), euro per capita",4.37
2015,Real GDP per capita,"Chain linked volumes (2020), euro per capita",4.57
2016,Real GDP per capita,"Chain linked volumes (2020), euro per capita",4.73
2017,Real GDP per capita,"Chain linked volumes (2020), euro per capita",4.89
2018,Real GDP per capita,"Chain linked volumes (2020), euro per capita",5.09
2019,Real GDP per capita,"Chain linked volumes (2020), euro per capita",5.24
2020,Real GDP per capita,"Chain linked volumes (2020), euro per capita",5.11
2021,Real GDP per capita,"Chain linked volumes (2020), euro per capita",5.52
2022,Real GDP per capita,"Chain linked volumes (2020), euro per capita",5.79
2023,Real GDP per capita,"Chain linked volumes (2020), euro per capita",5.92
2024,Real GDP per capita,"Chain linked volumes (2020), euro per capita",6.13
2011,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",1.0
2012,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",-0.7
2013,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",2.5
2014,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",1.3
2015,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",4.5
2016,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",3.4
2017,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",3.5
2018,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",4.1
2019,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",3.0
2020,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",-2.6
2021,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",8.1
2022,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",4.8
2023,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",2.4
2024,Real GDP per capita,"Chain linked volumes, percentage change on previous period, per capita",3.5
