Year,SERIES,Stupanj urbanizacije,Internetske tehnologije,UNIT_MEASURE,Value
2025,"Pokrivenost brzim internetom, prema vrsti područja",Sva područja,Fiksne mreže vrlo visokog kapaciteta (VHCN),Postotak kućanstava,75.0
