Year,SERIES,UNIT_MEASURE,Value
2011,Emisije amonijaka iz poljoprivrede,OOOt,17.564
2012,Emisije amonijaka iz poljoprivrede,OOOt,18.309
2013,Emisije amonijaka iz poljoprivrede,OOOt,19.054
2014,Emisije amonijaka iz poljoprivrede,OOOt,19.799
2015,Emisije amonijaka iz poljoprivrede,OOOt,20.544
2016,Emisije amonijaka iz poljoprivrede,OOOt,21.128
2017,Emisije amonijaka iz poljoprivrede,OOOt,21.712
2018,Emisije amonijaka iz poljoprivrede,OOOt,22.295
2019,Emisije amonijaka iz poljoprivrede,OOOt,22.879
2020,Emisije amonijaka iz poljoprivrede,OOOt,23.463
2021,Emisije amonijaka iz poljoprivrede,OOOt,23.463
2022,Emisije amonijaka iz poljoprivrede,OOOt,24.047
