Year,SERIES,UNIT_MEASURE,Value
2015,Osobe u riziku od siromaštva ili socijalne isključenosti,Postotak,24.0
2016,Osobe u riziku od siromaštva ili socijalne isključenosti,Postotak,23.8
2017,Osobe u riziku od siromaštva ili socijalne isključenosti,Postotak,23.9
2018,Osobe u riziku od siromaštva ili socijalne isključenosti,Postotak,21.9
2019,Osobe u riziku od siromaštva ili socijalne isključenosti,Postotak,21.1
2020,Osobe u riziku od siromaštva ili socijalne isključenosti,Postotak,21.6
2021,Osobe u riziku od siromaštva ili socijalne isključenosti,Postotak,21.7
2022,Osobe u riziku od siromaštva ili socijalne isključenosti,Postotak,21.6
