Year,SERIES,Stepen urbanizacije,Internet tehnologije,UNIT_MEASURE,Value
2025,"Pokrivenost brzim internetom, po vrsti područja",Sva područja,Fiksne mreže vrlo visokog kapaciteta (VHCN),Procenat domaćinstava,75.0
