Year,SERIES,UNIT_MEASURE,Value
2010,sdg_08_10,CLV20_EUR_HAB,4.2
2011,sdg_08_10,CLV20_EUR_HAB,4.24
2012,sdg_08_10,CLV20_EUR_HAB,4.21
2013,sdg_08_10,CLV20_EUR_HAB,4.32
2014,sdg_08_10,CLV20_EUR_HAB,4.37
2015,sdg_08_10,CLV20_EUR_HAB,4.57
2016,sdg_08_10,CLV20_EUR_HAB,4.73
2017,sdg_08_10,CLV20_EUR_HAB,4.89
2018,sdg_08_10,CLV20_EUR_HAB,5.09
2019,sdg_08_10,CLV20_EUR_HAB,5.24
2020,sdg_08_10,CLV20_EUR_HAB,5.11
2021,sdg_08_10,CLV20_EUR_HAB,5.52
2022,sdg_08_10,CLV20_EUR_HAB,5.79
2023,sdg_08_10,CLV20_EUR_HAB,5.92
2024,sdg_08_10,CLV20_EUR_HAB,6.13
2011,sdg_08_10,CLV_PCH_PRE_HAB,1.0
2012,sdg_08_10,CLV_PCH_PRE_HAB,-0.7
2013,sdg_08_10,CLV_PCH_PRE_HAB,2.5
2014,sdg_08_10,CLV_PCH_PRE_HAB,1.3
2015,sdg_08_10,CLV_PCH_PRE_HAB,4.5
2016,sdg_08_10,CLV_PCH_PRE_HAB,3.4
2017,sdg_08_10,CLV_PCH_PRE_HAB,3.5
2018,sdg_08_10,CLV_PCH_PRE_HAB,4.1
2019,sdg_08_10,CLV_PCH_PRE_HAB,3.0
2020,sdg_08_10,CLV_PCH_PRE_HAB,-2.6
2021,sdg_08_10,CLV_PCH_PRE_HAB,8.1
2022,sdg_08_10,CLV_PCH_PRE_HAB,4.8
2023,sdg_08_10,CLV_PCH_PRE_HAB,2.4
2024,sdg_08_10,CLV_PCH_PRE_HAB,3.5
